Date,Country,Cumulative number of case(s),Number of deaths,Number recovered
28/05/2003,Malaysia,5,2,3
28/05/2003,Mongolia,9,0,9
28/05/2003,New Zealand,1,0,1
28/05/2003,Philippines,12,2,10
28/05/2003,Republic of Ireland,1,0,1
28/05/2003,Republic of Korea,3,0,2
28/05/2003,Romania,1,0,1
28/05/2003,Singapore,206,31,165
28/05/2003,South Africa,1,1,0
28/05/2003,Spain,1,0,1
28/05/2003,Sweden,3,0,3
28/05/2003,Switzerland,1,0,1
28/05/2003,Thailand,8,2,6
28/05/2003,United Kingdom,4,0,4
28/05/2003,United States,66,0,32
28/05/2003,Viet Nam,63,5,58
29/05/2003,Australia,6,0,6
29/05/2003,Brazil,2,0,2
29/05/2003,Canada,151,26,112
29/05/2003,China,5325,327,3121
29/05/2003,"Hong Kong SAR, China",1732,273,1302
29/05/2003,"Macao SAR, China",1,0,0
29/05/2003,"Taiwan, China",660,81,122
29/05/2003,Colombia,1,0,1
29/05/2003,Finland,1,0,1
29/05/2003,France,7,0,6
29/05/2003,Germany,9,0,9
29/05/2003,India,3,0,3
29/05/2003,Indonesia,2,0,2
29/05/2003,Italy,9,0,9
29/05/2003,Kuwait,1,0,1
29/05/2003,Malaysia,5,2,3
29/05/2003,Mongolia,9,0,9
29/05/2003,New Zealand,1,0,1
29/05/2003,Philippines,12,2,10
29/05/2003,Republic of Ireland,1,0,1
29/05/2003,Republic of Korea,3,0,2
29/05/2003,Romania,1,0,1
29/05/2003,Singapore,206,31,165
29/05/2003,South Africa,1,1,0
29/05/2003,Spain,1,0,1
29/05/2003,Sweden,3,0,3
29/05/2003,Switzerland,1,0,1
29/05/2003,Thailand,8,2,6
29/05/2003,United Kingdom,4,0,4
29/05/2003,United States,66,0,32
29/05/2003,Viet Nam,63,5,58
30/05/2003,Brazil,2,0,2
30/05/2003,Canada,159,28,112
30/05/2003,China,5328,328,3250
30/05/2003,"Hong Kong SAR, China",1736,274,1304
30/05/2003,"Macao SAR, China",1,0,0
30/05/2003,"Taiwan, China",667,81,125
30/05/2003,Colombia,1,0,1
30/05/2003,Finland,1,0,1
30/05/2003,France,7,0,6
30/05/2003,Germany,9,0,9
30/05/2003,India,3,0,3
30/05/2003,Indonesia,2,0,2
30/05/2003,Italy,9,0,9
30/05/2003,Kuwait,1,0,1
30/05/2003,Malaysia,5,2,3
30/05/2003,Mongolia,9,0,9
30/05/2003,New Zealand,1,0,1
30/05/2003,Philippines,12,2,10
30/05/2003,Republic of Ireland,1,0,1
30/05/2003,Republic of Korea,3,0,3
30/05/2003,Romania,1,0,1
30/05/2003,Singapore,206,31,165
30/05/2003,South Africa,1,1,0
30/05/2003,Spain,1,0,1
30/05/2003,Sweden,3,0,3
30/05/2003,Switzerland,1,0,1
30/05/2003,Thailand,8,2,6
30/05/2003,United Kingdom,4,0,4
30/05/2003,United States,66,0,32
30/05/2003,Viet Nam,63,5,58
31/05/2003,Brazil,2,0,2
31/05/2003,Canada,188,30,116
31/05/2003,China,5328,332,3371
31/05/2003,"Hong Kong SAR, China",1739,278,1310
31/05/2003,"Macao SAR, China",1,0,0
31/05/2003,"Taiwan, China",676,81,129
31/05/2003,Colombia,1,0,1
31/05/2003,Finland,1,0,1
31/05/2003,France,7,0,6
31/05/2003,Germany,10,0,9
31/05/2003,India,3,0,3
31/05/2003,Indonesia,2,0,2
31/05/2003,Italy,9,0,9
31/05/2003,Kuwait,1,0,1
31/05/2003,Malaysia,5,2,3
31/05/2003,Mongolia,9,0,9
31/05/2003,New Zealand,1,0,1
31/05/2003,Philippines,12,2,10
31/05/2003,Republic of Ireland,1,0,1
31/05/2003,Republic of Korea,3,0,3
31/05/2003,Romania,1,0,1
31/05/2003,Russian Federation,1,0,0
31/05/2003,Singapore,206,31,165
31/05/2003,South Africa,1,1,0
31/05/2003,Spain,1,0,1
31/05/2003,Sweden,3,0,3
31/05/2003,Switzerland,1,0,1
31/05/2003,Thailand,8,2,6
31/05/2003,United Kingdom,4,0,4
31/05/2003,United States,66,0,32
31/05/2003,Viet Nam,63,5,58
02/06/2003,Brazil,2,0,2
02/06/2003,Canada,198,30,116
02/06/2003,China,5328,334,3495
02/06/2003,"Hong Kong SAR, China",1746,282,1319
02/06/2003,"Macao SAR, China",1,0,1
02/06/2003,"Taiwan, China",684,81,134
02/06/2003,Colombia,1,0,1
02/06/2003,Finland,1,0,1
02/06/2003,France,7,0,6
02/06/2003,Germany,10,0,9
02/06/2003,India,3,0,3
02/06/2003,Indonesia,2,0,2
02/06/2003,Italy,9,0,9
02/06/2003,Kuwait,1,0,1
02/06/2003,Malaysia,5,2,3
02/06/2003,Mongolia,9,0,9
02/06/2003,New Zealand,1,0,1
02/06/2003,Philippines,12,2,10
02/06/2003,Republic of Ireland,1,0,1
02/06/2003,Republic of Korea,3,0,3
02/06/2003,Romania,1,0,1
02/06/2003,Russian Federation,1,0,0
02/06/2003,Singapore,206,31,165
02/06/2003,South Africa,1,1,0
02/06/2003,Spain,1,0,1
02/06/2003,Sweden,3,0,3
02/06/2003,Switzerland,1,0,1
02/06/2003,Thailand,8,2,6
02/06/2003,United Kingdom,4,0,4
02/06/2003,United States,66,0,32
02/06/2003,Viet Nam,63,5,58
03/06/2003,Brazil,2,0,2
03/06/2003,Canada,213,31,116
03/06/2003,China,5329,334,3558
03/06/2003,"Hong Kong SAR, China",1747,283,1326
03/06/2003,"Macao SAR, China",1,0,1
03/06/2003,"Taiwan, China",679,81,136
03/06/2003,Colombia,1,0,1
03/06/2003,Finland,1,0,1
03/06/2003,France,7,0,6
03/06/2003,Germany,10,0,9
03/06/2003,India,3,0,3
03/06/2003,Indonesia,2,0,2
03/06/2003,Italy,9,0,9
03/06/2003,Kuwait,1,0,1
03/06/2003,Malaysia,5,2,3
03/06/2003,Mongolia,9,0,9
03/06/2003,New Zealand,1,0,1
03/06/2003,Philippines,12,2,10
03/06/2003,Republic of Ireland,1,0,1
03/06/2003,Republic of Korea,3,0,3
03/06/2003,Romania,1,0,1
03/06/2003,Russian Federation,1,0,0
03/06/2003,Singapore,206,31,165
03/06/2003,South Africa,1,1,0
03/06/2003,Spain,1,0,1
03/06/2003,Sweden,3,0,3
03/06/2003,Switzerland,1,0,1
03/06/2003,Thailand,8,2,6
03/06/2003,United Kingdom,4,0,4
03/06/2003,United States,68,0,33
03/06/2003,Viet Nam,63,5,58
04/06/2003,Brazil,2,0,2
04/06/2003,Canada,216,31,121
04/06/2003,China,5329,334,3674
04/06/2003,"Hong Kong SAR, China",1748,283,1339
04/06/2003,"Macao SAR, China",1,0,1
04/06/2003,"Taiwan, China",678,81,272
04/06/2003,Colombia,1,0,1
04/06/2003,Finland,1,0,1
04/06/2003,France,7,0,6
04/06/2003,Germany,10,0,9
04/06/2003,India,3,0,3
04/06/2003,Indonesia,2,0,2
04/06/2003,Italy,9,0,9
04/06/2003,Kuwait,1,0,1
04/06/2003,Malaysia,5,2,3
04/06/2003,Mongolia,9,0,9
04/06/2003,New Zealand,1,0,1
04/06/2003,Philippines,12,2,10
04/06/2003,Republic of Ireland,1,0,1
04/06/2003,Republic of Korea,3,0,3
04/06/2003,Romania,1,0,1
04/06/2003,Russian Federation,1,0,0
04/06/2003,Singapore,206,31,165
04/06/2003,South Africa,1,1,0
04/06/2003,Spain,1,0,1
04/06/2003,Sweden,3,0,3
04/06/2003,Switzerland,1,0,1
04/06/2003,Thailand,8,2,6
04/06/2003,United Kingdom,4,0,4
04/06/2003,United States,69,0,34
04/06/2003,Viet Nam,63,5,58
05/06/2003,Brazil,2,0,2
05/06/2003,Canada,218,31,120
05/06/2003,China,5329,336,3770
05/06/2003,"Hong Kong SAR, China",1748,284,1343
05/06/2003,"Macao SAR, China",1,0,1
05/06/2003,"Taiwan, China",677,81,257
05/06/2003,Colombia,1,0,1
05/06/2003,Finland,1,0,1
05/06/2003,France,7,0,6
05/06/2003,Germany,10,0,9
05/06/2003,India,3,0,3
05/06/2003,Indonesia,2,0,2
05/06/2003,Italy,9,0,9
05/06/2003,Kuwait,1,0,1
05/06/2003,Malaysia,5,2,3
05/06/2003,Mongolia,9,0,9
05/06/2003,New Zealand,1,0,1
05/06/2003,Philippines,12,2,10
05/06/2003,Republic of Ireland,1,0,1
05/06/2003,Republic of Korea,3,0,3
05/06/2003,Romania,1,0,1
05/06/2003,Russian Federation,1,0,0
05/06/2003,Singapore,206,31,165
05/06/2003,South Africa,1,1,0
05/06/2003,Spain,1,0,1
05/06/2003,Sweden,3,0,3
05/06/2003,Switzerland,1,0,1
05/06/2003,Thailand,8,2,6
05/06/2003,United Kingdom,4,0,4
05/06/2003,United States,69,0,34
05/06/2003,Viet Nam,63,5,58
06/06/2003,Brazil,2,0,2
06/06/2003,Canada,219,31,120
06/06/2003,China,5329,338,3869
06/06/2003,"Hong Kong SAR, China",1750,286,1350
06/06/2003,"Macao SAR, China",1,0,1
06/06/2003,"Taiwan, China",676,81,257
06/06/2003,Colombia,1,0,1
06/06/2003,Finland,1,0,1
06/06/2003,France,7,0,6
06/06/2003,Germany,10,0,9
06/06/2003,India,3,0,3
06/06/2003,Indonesia,2,0,2
06/06/2003,Italy,9,0,9
06/06/2003,Kuwait,1,0,1
06/06/2003,Malaysia,5,2,3
06/06/2003,Mongolia,9,0,9
06/06/2003,New Zealand,1,0,1
06/06/2003,Philippines,12,2,10
06/06/2003,Republic of Ireland,1,0,1
06/06/2003,Republic of Korea,3,0,3
06/06/2003,Romania,1,0,1
06/06/2003,Russian Federation,1,0,0
06/06/2003,Singapore,206,31,165
06/06/2003,South Africa,1,1,0
06/06/2003,Spain,1,0,1
06/06/2003,Sweden,3,0,3
06/06/2003,Switzerland,1,0,1
06/06/2003,Thailand,8,2,6
06/06/2003,United Kingdom,4,0,4
06/06/2003,United States,68,0,35
06/06/2003,Viet Nam,63,5,58
09/06/2003,Brazil,2,0,2
09/06/2003,Canada,229,32,128
09/06/2003,China,5328,340,4186
09/06/2003,"Hong Kong SAR, China",1753,288,1365
09/06/2003,"Macao SAR, China",1,0,1
09/06/2003,"Taiwan, China",680,81,257
09/06/2003,Colombia,1,0,1
09/06/2003,Finland,1,0,1
09/06/2003,France,7,0,6
09/06/2003,Germany,10,0,9
09/06/2003,India,3,0,3
09/06/2003,Indonesia,2,0,2
09/06/2003,Italy,9,0,9
09/06/2003,Kuwait,1,0,1
09/06/2003,Malaysia,5,2,3
09/06/2003,Mongolia,9,0,9
09/06/2003,New Zealand,1,0,1
09/06/2003,Philippines,12,2,10
09/06/2003,Republic of Ireland,1,0,1
09/06/2003,Republic of Korea,3,0,3
09/06/2003,Romania,1,0,1
09/06/2003,Russian Federation,1,0,0
09/06/2003,Singapore,206,31,168
09/06/2003,South Africa,1,1,0
09/06/2003,Spain,1,0,1
09/06/2003,Sweden,3,0,3
09/06/2003,Switzerland,1,0,1
09/06/2003,Thailand,9,2,6
09/06/2003,United Kingdom,4,0,4
09/06/2003,United States,68,0,35
09/06/2003,Viet Nam,63,5,58
10/06/2003,Brazil,3,0,2
10/06/2003,Canada,229,32,131
10/06/2003,China,5328,343,4294
10/06/2003,"Hong Kong SAR, China",1754,290,1368
10/06/2003,"Macao SAR, China",1,0,1
10/06/2003,"Taiwan, China",686,81,319
10/06/2003,Colombia,1,0,1
10/06/2003,Finland,1,0,1
10/06/2003,France,7,0,6
10/06/2003,Germany,10,0,9
10/06/2003,India,3,0,3
10/06/2003,Indonesia,2,0,2
10/06/2003,Italy,9,0,9
10/06/2003,Kuwait,1,0,1
10/06/2003,Malaysia,5,2,3
10/06/2003,Mongolia,9,0,9
10/06/2003,New Zealand,1,0,1
10/06/2003,Philippines,12,2,10
10/06/2003,Republic of Ireland,1,0,1
10/06/2003,Republic of Korea,3,0,3
10/06/2003,Romania,1,0,1
10/06/2003,Russian Federation,1,0,0
10/06/2003,Singapore,206,31,168
10/06/2003,South Africa,1,1,0
10/06/2003,Spain,1,0,1
10/06/2003,Sweden,3,0,3
10/06/2003,Switzerland,1,0,1
10/06/2003,Thailand,9,2,6
10/06/2003,United Kingdom,4,0,4
10/06/2003,United States,69,0,36
10/06/2003,Viet Nam,63,5,58
11/06/2003,Brazil,3,0,2
11/06/2003,Canada,230,32,134
11/06/2003,China,5329,343,4390
11/06/2003,"Hong Kong SAR, China",1754,290,1368
11/06/2003,"Macao SAR, China",1,0,1
11/06/2003,"Taiwan, China",687,81,344
11/06/2003,Colombia,1,0,1
11/06/2003,Finland,1,0,1
11/06/2003,France,7,0,6
11/06/2003,Germany,10,0,9
11/06/2003,India,3,0,3
11/06/2003,Indonesia,2,0,2
11/06/2003,Italy,9,0,9
11/06/2003,Kuwait,1,0,1
11/06/2003,Malaysia,5,2,3
11/06/2003,Mongolia,9,0,9
11/06/2003,New Zealand,1,0,1
11/06/2003,Philippines,12,2,10
11/06/2003,Republic of Ireland,1,0,1
11/06/2003,Republic of Korea,3,0,3
11/06/2003,Romania,1,0,1
11/06/2003,Russian Federation,1,0,0
11/06/2003,Singapore,206,31,168
11/06/2003,South Africa,1,1,0
11/06/2003,Spain,1,0,1
11/06/2003,Sweden,3,0,3
11/06/2003,Switzerland,1,0,1
11/06/2003,Thailand,9,2,6
11/06/2003,United Kingdom,4,0,4
11/06/2003,United States,71,0,36
11/06/2003,Viet Nam,63,5,58
12/06/2003,Brazil,3,0,2
12/06/2003,Canada,238,32,141
12/06/2003,China,5328,343,4457
12/06/2003,"Hong Kong SAR, China",1755,291,1377
12/06/2003,"Macao SAR, China",1,0,1
12/06/2003,"Taiwan, China",688,81,347
12/06/2003,Colombia,1,0,1
12/06/2003,Finland,1,0,1
12/06/2003,France,7,0,6
12/06/2003,Germany,10,0,9
12/06/2003,India,3,0,3
12/06/2003,Indonesia,2,0,2
12/06/2003,Italy,9,0,9
12/06/2003,Kuwait,1,0,1
12/06/2003,Malaysia,5,2,3
12/06/2003,Mongolia,9,0,9
12/06/2003,New Zealand,1,0,1
12/06/2003,Philippines,14,2,12
12/06/2003,Republic of Ireland,1,0,1
12/06/2003,Republic of Korea,3,0,3
12/06/2003,Romania,1,0,1
12/06/2003,Russian Federation,1,0,0
12/06/2003,Singapore,206,31,169
12/06/2003,South Africa,1,1,0
12/06/2003,Spain,1,0,1
12/06/2003,Sweden,3,0,3
12/06/2003,Switzerland,1,0,1
12/06/2003,Thailand,9,2,6
12/06/2003,United Kingdom,4,0,4
12/06/2003,United States,70,0,36
12/06/2003,Viet Nam,63,5,58
13/06/2003,Brazil,3,0,2
13/06/2003,Canada,242,32,150
13/06/2003,China,5327,343,4530
13/06/2003,"Hong Kong SAR, China",1755,293,1380
13/06/2003,"Macao SAR, China",1,0,1
13/06/2003,"Taiwan, China",693,81,385
13/06/2003,Colombia,1,0,1
13/06/2003,Finland,1,0,1
13/06/2003,France,7,0,6
13/06/2003,Germany,10,0,9
13/06/2003,India,3,0,3
13/06/2003,Indonesia,2,0,2
13/06/2003,Italy,9,0,9
13/06/2003,Kuwait,1,0,1
13/06/2003,Malaysia,5,2,3
13/06/2003,Mongolia,9,0,9
13/06/2003,New Zealand,1,0,1
13/06/2003,Philippines,14,2,12
13/06/2003,Republic of Ireland,1,0,1
13/06/2003,Republic of Korea,3,0,3
13/06/2003,Romania,1,0,1
13/06/2003,Russian Federation,1,0,0
13/06/2003,Singapore,206,31,169
13/06/2003,South Africa,1,1,0
13/06/2003,Spain,1,0,1
13/06/2003,Sweden,3,0,3
13/06/2003,Switzerland,1,0,1
13/06/2003,Thailand,9,2,6
13/06/2003,United Kingdom,4,0,4
13/06/2003,United States,71,0,36
13/06/2003,Viet Nam,63,5,58
16/06/2003,Brazil,3,0,2
16/06/2003,Canada,243,32,156
16/06/2003,China,5326,346,4656
16/06/2003,"Hong Kong SAR, China",1755,295,1386
16/06/2003,"Macao SAR, China",1,0,1
16/06/2003,"Taiwan, China",698,83,443
16/06/2003,Colombia,1,0,1
16/06/2003,Finland,1,0,1
16/06/2003,France,7,0,6
16/06/2003,Germany,10,0,9
16/06/2003,India,3,0,3
16/06/2003,Indonesia,2,0,2
16/06/2003,Italy,9,0,9
16/06/2003,Kuwait,1,0,1
16/06/2003,Malaysia,5,2,3
16/06/2003,Mongolia,9,0,9
16/06/2003,New Zealand,1,0,1
16/06/2003,Philippines,14,2,12
16/06/2003,Republic of Ireland,1,0,1
16/06/2003,Republic of Korea,3,0,3
16/06/2003,Romania,1,0,1
16/06/2003,Russian Federation,1,0,0
16/06/2003,Singapore,206,31,169
16/06/2003,South Africa,1,1,0
16/06/2003,Spain,1,0,1
16/06/2003,Sweden,3,0,3
16/06/2003,Switzerland,1,0,1
16/06/2003,Thailand,9,2,6
16/06/2003,United Kingdom,4,0,4
16/06/2003,United States,72,0,36
16/06/2003,Viet Nam,63,5,58
17/06/2003,Brazil,3,0,2
17/06/2003,Canada,247,32,171
17/06/2003,China,5326,346,4725
17/06/2003,"Hong Kong SAR, China",1755,295,1387
17/06/2003,"Macao SAR, China",1,0,1
17/06/2003,"Taiwan, China",697,83,460
17/06/2003,Colombia,1,0,1
17/06/2003,Finland,1,0,1
17/06/2003,France,7,0,6
17/06/2003,Germany,10,0,9
17/06/2003,India,3,0,3
17/06/2003,Indonesia,2,0,2
17/06/2003,Italy,9,0,9
17/06/2003,Kuwait,1,0,1
17/06/2003,Malaysia,5,2,3
17/06/2003,Mongolia,9,0,9
17/06/2003,New Zealand,1,0,1
17/06/2003,Philippines,14,2,12
17/06/2003,Republic of Ireland,1,0,1
17/06/2003,Republic of Korea,3,0,3
17/06/2003,Romania,1,0,1
17/06/2003,Russian Federation,1,0,0
17/06/2003,Singapore,206,31,169
17/06/2003,South Africa,1,1,0
17/06/2003,Spain,1,0,1
17/06/2003,Sweden,3,0,3
17/06/2003,Switzerland,1,0,1
17/06/2003,Thailand,9,2,6
17/06/2003,United Kingdom,4,0,4
17/06/2003,United States,73,0,36
17/06/2003,Viet Nam,63,5,58
18/06/2003,Brazil,3,0,2
18/06/2003,Canada,246,33,176
18/06/2003,China,5326,347,4762
18/06/2003,"Hong Kong SAR, China",1755,295,1393
18/06/2003,"Macao SAR, China",1,0,1
18/06/2003,"Taiwan, China",697,83,469
18/06/2003,Colombia,1,0,1
18/06/2003,Finland,1,0,1
18/06/2003,France,7,0,6
18/06/2003,Germany,10,0,9
18/06/2003,India,3,0,3
18/06/2003,Indonesia,2,0,2
18/06/2003,Italy,9,0,9
18/06/2003,Kuwait,1,0,1
18/06/2003,Malaysia,5,2,3
18/06/2003,Mongolia,9,0,9
18/06/2003,New Zealand,1,0,1
18/06/2003,Philippines,14,2,12
18/06/2003,Republic of Ireland,1,0,1
18/06/2003,Republic of Korea,3,0,3
18/06/2003,Romania,1,0,1
18/06/2003,Russian Federation,1,0,0
18/06/2003,Singapore,206,31,169
18/06/2003,South Africa,1,1,0
18/06/2003,Spain,1,0,1
18/06/2003,Sweden,3,0,3
18/06/2003,Switzerland,1,0,1
18/06/2003,Thailand,9,2,6
18/06/2003,United Kingdom,4,0,4
18/06/2003,United States,75,0,36
18/06/2003,Viet Nam,63,5,58
19/06/2003,Brazil,3,0,2
19/06/2003,Canada,245,34,175
19/06/2003,China,5326,347,4786
19/06/2003,"Hong Kong SAR, China",1755,296,1396
19/06/2003,"Macao SAR, China",1,0,1
19/06/2003,"Taiwan, China",695,84,472
19/06/2003,Colombia,1,0,1
19/06/2003,Finland,1,0,1
19/06/2003,France,7,0,6
19/06/2003,Germany,10,0,9
19/06/2003,India,3,0,3
19/06/2003,Indonesia,2,0,2
19/06/2003,Italy,9,0,9
19/06/2003,Kuwait,1,0,1
19/06/2003,Malaysia,5,2,3
19/06/2003,Mongolia,9,0,9
19/06/2003,New Zealand,1,0,1
19/06/2003,Philippines,14,2,12
19/06/2003,Republic of Ireland,1,0,1
19/06/2003,Republic of Korea,3,0,3
19/06/2003,Romania,1,0,1
19/06/2003,Russian Federation,1,0,0
19/06/2003,Singapore,206,31,170
19/06/2003,South Africa,1,1,0
19/06/2003,Spain,1,0,1
19/06/2003,Sweden,3,0,3
19/06/2003,Switzerland,1,0,1
19/06/2003,Thailand,9,2,6
19/06/2003,United Kingdom,4,0,4
19/06/2003,United States,75,0,36
19/06/2003,Viet Nam,63,5,58
20/06/2003,Brazil,3,0,2
20/06/2003,Canada,245,34,180
20/06/2003,China,5326,347,4806
20/06/2003,"Hong Kong SAR, China",1755,296,1403
20/06/2003,"Macao SAR, China",1,0,1
20/06/2003,"Taiwan, China",695,84,480
20/06/2003,Colombia,1,0,1
20/06/2003,Finland,1,0,1
20/06/2003,France,7,0,6
20/06/2003,Germany,10,0,9
20/06/2003,India,3,0,3
20/06/2003,Indonesia,2,0,2
20/06/2003,Italy,9,0,9
20/06/2003,Kuwait,1,0,1
20/06/2003,Malaysia,5,2,3
20/06/2003,Mongolia,9,0,9
20/06/2003,New Zealand,1,0,1
20/06/2003,Philippines,14,2,12
20/06/2003,Republic of Ireland,1,0,1
20/06/2003,Republic of Korea,3,0,3
20/06/2003,Romania,1,0,1
20/06/2003,Russian Federation,1,0,0
20/06/2003,Singapore,206,31,170
20/06/2003,South Africa,1,1,0
20/06/2003,Spain,1,0,1
20/06/2003,Sweden,3,0,3
20/06/2003,Switzerland,1,0,1
20/06/2003,Thailand,9,2,6
20/06/2003,United Kingdom,4,0,4
20/06/2003,United States,74,0,36
20/06/2003,Viet Nam,63,5,58
23/06/2003,Brazil,3,0,2
23/06/2003,Canada,246,35,182
23/06/2003,China,5326,347,4895
23/06/2003,"Hong Kong SAR, China",1755,296,1411
23/06/2003,"Macao SAR, China",1,0,1
23/06/2003,"Taiwan, China",692,84,486
23/06/2003,Colombia,1,0,1
23/06/2003,Finland,1,0,1
23/06/2003,France,7,0,6
23/06/2003,Germany,10,0,9
23/06/2003,India,3,0,3
23/06/2003,Indonesia,2,0,2
23/06/2003,Italy,9,0,9
23/06/2003,Kuwait,1,0,1
23/06/2003,Malaysia,5,2,3
23/06/2003,Mongolia,9,0,9
23/06/2003,New Zealand,1,0,1
23/06/2003,Philippines,14,2,12
23/06/2003,Republic of Ireland,1,0,1
23/06/2003,Republic of Korea,3,0,3
23/06/2003,Romania,1,0,1
23/06/2003,Russian Federation,1,0,0
23/06/2003,Singapore,206,31,170
23/06/2003,South Africa,1,1,0
23/06/2003,Spain,1,0,1
23/06/2003,Sweden,3,0,3
23/06/2003,Switzerland,1,0,1
23/06/2003,Thailand,9,2,7
23/06/2003,United Kingdom,4,0,4
23/06/2003,United States,74,0,36
23/06/2003,Viet Nam,63,5,58
24/06/2003,Brazil,3,0,2
24/06/2003,Canada,249,37,188
24/06/2003,China,5326,347,4901
24/06/2003,"Hong Kong SAR, China",1755,296,1417
24/06/2003,"Macao SAR, China",1,0,1
24/06/2003,"Taiwan, China",687,84,492
24/06/2003,Colombia,1,0,1
24/06/2003,Finland,1,0,1
24/06/2003,France,7,0,6
24/06/2003,Germany,10,0,9
24/06/2003,India,3,0,3
24/06/2003,Indonesia,2,0,2
24/06/2003,Italy,9,0,9
24/06/2003,Kuwait,1,0,1
24/06/2003,Malaysia,5,2,3
24/06/2003,Mongolia,9,0,9
24/06/2003,New Zealand,1,0,1
24/06/2003,Philippines,14,2,12
24/06/2003,Republic of Ireland,1,0,1
24/06/2003,Republic of Korea,3,0,3
24/06/2003,Romania,1,0,1
24/06/2003,Russian Federation,1,0,0
24/06/2003,Singapore,206,31,170
24/06/2003,South Africa,1,1,0
24/06/2003,Spain,1,0,1
24/06/2003,Sweden,3,0,3
24/06/2003,Switzerland,1,0,1
24/06/2003,Thailand,9,2,7
24/06/2003,United Kingdom,4,0,4
24/06/2003,United States,75,0,36
24/06/2003,Viet Nam,63,5,58
25/06/2003,Brazil,3,0,2
25/06/2003,Canada,250,37,188
25/06/2003,China,5327,348,4916
25/06/2003,"Hong Kong SAR, China",1755,296,1419
25/06/2003,"Macao SAR, China",1,0,1
25/06/2003,"Taiwan, China",686,84,492
25/06/2003,Colombia,1,0,1
25/06/2003,Finland,1,0,1
25/06/2003,France,7,0,6
25/06/2003,Germany,10,0,9
25/06/2003,India,3,0,3
25/06/2003,Indonesia,2,0,2
25/06/2003,Italy,9,0,9
25/06/2003,Japan,1,0,0
25/06/2003,Kuwait,1,0,1
25/06/2003,Malaysia,5,2,3
25/06/2003,Mongolia,9,0,9
25/06/2003,New Zealand,1,0,1
25/06/2003,Philippines,14,2,12
25/06/2003,Republic of Ireland,1,0,1
25/06/2003,Republic of Korea,3,0,3
25/06/2003,Romania,1,0,1
25/06/2003,Russian Federation,1,0,0
25/06/2003,Singapore,206,31,170
25/06/2003,South Africa,1,1,0
25/06/2003,Spain,1,0,1
25/06/2003,Sweden,3,0,3
25/06/2003,Switzerland,1,0,1
25/06/2003,Thailand,9,2,7
25/06/2003,United Kingdom,4,0,4
25/06/2003,United States,75,0,36
25/06/2003,Viet Nam,63,5,58
26/06/2003,Brazil,3,0,2
26/06/2003,Canada,251,37,190
26/06/2003,China,5327,348,4921
26/06/2003,"Hong Kong SAR, China",1755,296,1419
26/06/2003,"Macao SAR, China",1,0,1
26/06/2003,"Taiwan, China",682,84,491
26/06/2003,Colombia,1,0,1
26/06/2003,Finland,1,0,1
26/06/2003,France,7,0,6
26/06/2003,Germany,10,0,9
26/06/2003,India,3,0,3
26/06/2003,Indonesia,2,0,2
26/06/2003,Italy,9,0,9
26/06/2003,Japan,1,0,0
26/06/2003,Kuwait,1,0,1
26/06/2003,Malaysia,5,2,3
26/06/2003,Mongolia,9,0,9
26/06/2003,New Zealand,1,0,1
26/06/2003,Philippines,14,2,12
26/06/2003,Republic of Ireland,1,0,1
26/06/2003,Republic of Korea,3,0,3
26/06/2003,Romania,1,0,1
26/06/2003,Russian Federation,1,0,0
26/06/2003,Singapore,206,32,170
26/06/2003,South Africa,1,1,0
26/06/2003,Spain,1,0,1
26/06/2003,Sweden,3,0,3
26/06/2003,Switzerland,1,0,1
26/06/2003,Thailand,9,2,7
26/06/2003,United Kingdom,4,0,4
26/06/2003,United States,74,0,36
26/06/2003,Viet Nam,63,5,58
27/06/2003,Brazil,3,0,2
27/06/2003,Canada,251,37,191
27/06/2003,China,5327,348,4921
27/06/2003,"Hong Kong SAR, China",1755,297,1422
27/06/2003,"Macao SAR, China",1,0,1
27/06/2003,"Taiwan, China",681,84,492
27/06/2003,Colombia,1,0,1
27/06/2003,Finland,1,0,1
27/06/2003,France,7,0,6
27/06/2003,Germany,10,0,9
27/06/2003,India,3,0,3
27/06/2003,Indonesia,2,0,2
27/06/2003,Italy,5,0,5
27/06/2003,Kuwait,1,0,1
27/06/2003,Malaysia,5,2,3
27/06/2003,Mongolia,9,0,9
27/06/2003,New Zealand,1,0,1
27/06/2003,Philippines,14,2,12
27/06/2003,Republic of Ireland,1,0,1
27/06/2003,Republic of Korea,3,0,3
27/06/2003,Romania,1,0,1
27/06/2003,Russian Federation,1,0,0
27/06/2003,Singapore,206,32,171
27/06/2003,South Africa,1,1,0
27/06/2003,Spain,1,0,1
27/06/2003,Sweden,3,0,3
27/06/2003,Switzerland,1,0,1
27/06/2003,Thailand,9,2,7
27/06/2003,United Kingdom,4,0,4
27/06/2003,United States,74,0,64
27/06/2003,Viet Nam,63,5,58
30/06/2003,Australia,5,0,5
30/06/2003,Brazil,3,0,2
30/06/2003,Canada,252,37,192
30/06/2003,China,5327,348,4927
30/06/2003,"Hong Kong SAR, China",1755,298,1429
30/06/2003,"Macao SAR, China",1,0,1
30/06/2003,"Taiwan, China",678,84,495
30/06/2003,Colombia,1,0,1
30/06/2003,Finland,1,0,1
30/06/2003,France,7,0,6
30/06/2003,Germany,10,0,9
30/06/2003,India,3,0,3
30/06/2003,Indonesia,2,0,2
30/06/2003,Italy,5,0,5
30/06/2003,Kuwait,1,0,1
